Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Poster session,poster,Forward rapidity two-particle correlations in p--Pb collisions measured in ALICE,"Schuster, Tim",Yale University (US),USA,"Two-particle correlation studies in high-multiplicity p--Pb collisions
at $\sqrt{s_{\mathrm{NN}}} = 5.02~\mathrm{TeV}$ have revealed a long-range
correlation pattern underneath the expected jet correlations. This symmetric
double-ridge pattern extends to large pseudorapidity difference. Long-range
correlations were also observed in pp collisions with extreme multiplicity at
LHC energies. The qualitative resemblance of the ridges in pp and p--Pb to
flow-like correlations in Pb--Pb collisions still challenges our
understanding of the small collision systems. Current explanations attribute
the collective effects to initial state saturation and hydrodynamic behavior
of dense matter created in the collisions.

Saturation effects in p--Pb are expected to be enhanced in the low-x
regime of the nucleus that can be probed at forward rapidities. The ALICE
muon spectrometer with its forward pseudorapidity coverage can be used to
detect charged tracks in the range $-4<\eta<-2.5$. Correlations between
these forward tracks and particles detected at midrapidity are used to study
the pseudorapidity dependence of the double ridge.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tim', 'last_name': 'Schuster', 'fullName': 'Schuster, Tim', 'id': '1729233', 'affiliation': 'Yale University (US)', 'emailHash': '80bdd6560e17d00293084065b8081db6', 'db_id': 1729233, 'person_id': 1868262}"
Poster session,poster,Nonlinear waves in 2nd order conformal hydrodynamics,"Marrochio, Hugo",U,Unknown,"In this work we study wave propagation in dissipative relativistic fluids described by a simplified set of the conformal 2nd order hydrodynamic equations.
Small amplitude waves are studied within the linearization approximation while waves with larger amplitude, which are described by nonlinear wave equations, are investigated using the reductive perturbation method. Our results indicate the presence of a ``soliton-like'' wave solution in 2nd order conformal hydrodynamics despite the presence of dissipation and relaxation effects.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hugo', 'last_name': 'Marrochio', 'fullName': 'Marrochio, Hugo', 'id': '1729415', 'affiliation': 'U', 'emailHash': '87b21b8759f033b94ee28168d4d7be79', 'db_id': 1729415, 'person_id': 1868034}"
Poster session,poster,Prospects of effective Polyakov line actions for investigations of dense nuclear matter,"Bergner, Georg",Institut für theoretische Physik Universität Frankfurt,Unknown,"Numerical simulations of QCD on the lattice is an essential tool for non-perturbative investigations at finite temperature. At finite density these investigations are hampered by the sign problem. A reformulation in terms of a Polyakov effective theory allows to circumvent this problem to a large extend. I will summarize the derivation of the effective action in terms of a spatial strong coupling expansion and discuss applications, in particular in  the region of dense nuclear matter.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Georg', 'last_name': 'Bergner', 'fullName': 'Bergner, Georg', 'id': '1729451', 'affiliation': '', 'emailHash': 'bd0005a6571626760261c83573aebb1b', 'db_id': 1729451, 'person_id': 1868378}"
Poster session,poster,When the heavy quark jet bends,"Mazumder, Surasree","Variable Energy Cyclotron Centre, Kolkata",Unknown,"We endeavour to explore the effect of recoil of heavy flavor jet due to scattering with light quarks. Earlier, neglecting this recoil we have observed a radiationless region along the direction of propagation of heavy quark jet, known as the dead cone. once we allow the heavy quark jet to bend, the dead-cone region is deluged by radiation. Hence this study, on one hand, is a step towards removing the prevalent eikonal approximation in jet-quenching models and on the other hand revisits the notion of dead-cone within the non-eikonal region.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Surasree', 'last_name': 'Mazumder', 'fullName': 'Mazumder, Surasree', 'id': '1728406', 'affiliation': 'Variable Energy Cyclotron Centre, Kolkata', 'emailHash': 'dfa1e41bdd3343b12272cf1ea92f2401', 'db_id': 1728406, 'person_id': 1867663}"
Poster session,poster,Vorticity and asymmetries at NICA,"Sorin, Alexander",Joint Institute for Nuclear Research (Dubna),UK,"Experimental manifestation of P-odd effects related to the vorticity and hydrodynamic helicity in non-central heavy ion collisions is discussed, which is based on their simulation in the NICA kinematics in framework of the kinetic Quark-Gluon String Model. For the NICA heavy ion collisions characterised by the large baryonic charge of the forming medium the effect should manifest in neutron asymmetries. The polarization of hyperons and P-odd correlations of particle momenta probing the vorticity are discussed.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alexander', 'last_name': 'Sorin', 'fullName': 'Sorin, Alexander', 'id': '1728466', 'affiliation': 'Joint Institute for Nuclear Research (Dubna)', 'emailHash': '2d50c91c9db0bdeaee26cb6e8012bbfb', 'db_id': 1728466, 'person_id': 1867659}"
Poster session,poster,Dielectron elliptic flow in Pb-Pb collisions at $\sqrt{s_{\mathrm {NN}}}$ = 2.76 TeV with the ALICE experiment,"Yang, Hongyan",University of Utrecht (NL),Netherlands,"Correlated unlike sign dielectrons provide important and relatively clean information to access the properties of the hot and dense matter, the Quark-Gluon Plasma (QGP), created in relativistic heavy-ion collisions.  Once they are produced, they traverse the fireball without interacting strongly with the medium. The collective behaviour of the dielectrons with respect to a global event plane provides rich information of the initial stage of the expanding fireball where flow starts developing. 

In the central barrel ($|\eta|<0.8$) of the ALICE experiment, electrons (and positrons) can be detected and identified by the Inner Tracking System, the Time Projection Chamber and the Time-Of-Flight. For the study of the dielectron elliptic flow at mid-rapidity, the VZERO scintillators at forward rapidity are used for event plane estimation to avoid auto-correlations.

In this poster, a first attempt to measure the elliptic flow of dielectrons in Pb--Pb collisions at $\sqrt{s_{\mathrm {NN}}} = 2.76$ TeV with the ALICE experiment is presented. An effort is put into removing the background $v_2$ from uncorrelated unlike sign dielectrons with the mixed-event approach. A comparison to the elliptic flow of identified particles measured in the same system, as well as measurements from experiments at RHIC will be discussed. This work is expected to be the first step towards the measurement of the elliptic flow of thermal photons radiated from the fireball, which is regarded as a unique probe to study the formation time of the QGP.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hongyan', 'last_name': 'Yang', 'fullName': 'Yang, Hongyan', 'id': '1729114', 'affiliation': 'University of Utrecht (NL)', 'emailHash': 'cb75be569bd0ea09d7bd1dac67f71c4d', 'db_id': 1729114, 'person_id': 1868191}"
Poster session,poster,Pion-kaon femtoscopy in Au+Au collisions at $\sqrt{s_{NN}}$ = 39GeV at STAR,"Poniatowska, Katarzyna",Warsaw University of Technology,Unknown,"The main task of the Beam Energy Scan (BES) program at RHIC is to scan the QCD phase diagram with heavy-ion Au+Au collisions ( sqrt(s_NN) = 7.7 - 62.4GeV ) to find signatures for the 1st order phase transition and the critical point. Femtoscopy analysis allows us to extract information about size of the emission source. In particular, from the non-identical particles correlations, e.g. pion-kaon femtoscopy, one can obtain information about asymmetry in emission processes of pions and kaons. This asymmetry gives the knowledge of which type of particles is emitted first/second or/and from which area of the source. In this talk, we will present STAR data results of pion-kaon femtoscopy analysis at mid-rapidity in Au+Au collisions sqrt(s_NN) = 39GeV.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Katarzyna', 'last_name': 'Poniatowska', 'fullName': 'Poniatowska, Katarzyna', 'id': '1728371', 'affiliation': 'Warsaw University of Technology', 'emailHash': '7f2e73eb3aa2a5dabc9576d8f72179d0', 'db_id': 1728371, 'person_id': 1867635}"
Poster session,poster,Rapidity gap events in proton-proton and ultra-peripheral heavy ion collisions at RHIC and the LHC,"Jalilian-Marian, Jamal",Baruch College,Unknown,"We study diffraction in proton-proton and ultra-peripheral heavy ion collisions at RHIC and the LHC using a gluon saturation-based model. The building blocks of the model are gluon ladders, singlet states of two-Reggeized gluons which satisfy the BFKL evolution equation, as well as multi-pomeron ($1\rightarrow 2, 2\rightarrow 3, 1\rightarrow 3$) vertices which describe how one pomeron may split into two or more. We use the Color Glass Condensate (CGC) formalism and JIMWLK evolution equation to derive explicit formulae for these vertices and show how this model can be used to study distribution of events with rapidity gaps in hard diffractive scattering in high energy proton-proton collisions.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jamal', 'last_name': 'Jalilian-Marian', 'fullName': 'Jalilian-Marian, Jamal', 'id': '1729703', 'affiliation': 'Baruch College', 'emailHash': 'f037f8b535f1e4eb8bb98ade6219cb2f', 'db_id': 1729703, 'person_id': 1867579}"
Poster session,poster,Forward-backward multiplicity correlation in relativistic heavy-ion collisions in a superposition approach,"Olszewski, Adam",Jan Kochanowski University,Unknown,"Multiplicity correlations between distant forward and backward 
(FB) rapidity regions in relativistic heavy-ion collisions are examined
in a superposition framework. Our three-stage approach incorporates 
the fluctuations of parton production in the early phase (modeled 
with the Glauber simulations), the effects of intermediate hydrodynamic 
evolution, and fluctuations in the production mechanism 
at freeze-out. Characterization of the three stages with several 
parameters leads to very simple relations between the statistical moments 
of the distributions of the initial sources and of the produced particles. 
Our study has a direct relevance for the interpretation of the upcoming 
results for the FB correlations at the LHC, allowing for an assessment of 
the statistical features of the state formed in the earliest stage of the reaction.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Adam', 'last_name': 'Olszewski', 'fullName': 'Olszewski, Adam', 'id': '1729182', 'affiliation': 'Jan Kochanowski University', 'emailHash': '1483a4ebb4645930e53426105e319afd', 'db_id': 1729182, 'person_id': 1868227}"
Poster session,poster,Experimental signals of the QCD first-order phase transition from a stochastic fluid dynamical model,"Herold, Christoph",Suranaree University of Technology,Unknown,"A potential discovery of the first-order phase transition, which is conjectured in the QCD phase diagram at high net-baryon densities, would undoubtedly demand the existence of a critical point. We present results from a fluid dynamical model of the QCD phase transition in heavy ion collisions. Non-equilibrium effects in the evolution of the fluctuations of the order parameters are included via a stochastic propagation according to a Langevin equation. We observe the formation of a supercooled phase at the first-order phase transition and its subsequent fragmentation into domains in the order parameters and droplets in the baryon density. Potential experimental signals, such as an enhancement of higher harmonic flow coefficients, are discussed. Here, the correct treatment of the hadronic phase turns out to be crucial for the development and survival of experimental consequences of the first-order phase transition. Due to critical slowing down, which limits the growth of critical fluctuations in the vicinity of the critical point, we expect that the discovery of the first-order phase transition might experimentally be more feasible.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Christoph', 'last_name': 'Herold', 'fullName': 'Herold, Christoph', 'id': '1728513', 'affiliation': '', 'emailHash': '3b27706fa34d0458d45f4fd2e84204cb', 'db_id': 1728513, 'person_id': 1867761}"
