Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Plenary Session XI,plenary,Early-Stage Shear Viscosity far from Equilibrium via Holography,"Wondrak, Michael Florian",Johann Wolfgang Goethe-Universität Frankfurt am Main,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Michael Florian', 'last_name': 'Wondrak', 'fullName': 'Wondrak, Michael Florian', 'id': '4712288', 'affiliation': 'Johann Wolfgang Goethe-Universität Frankfurt am Main', 'emailHash': 'cd6a2fcb2e92145b7980382680da84bb', 'db_id': 4712288, 'person_id': 4797324}"
Plenary Session XI,plenary,D-meson production in Pb-Pb collisions with ALICE at the LHC,"Trogolo, Stefano","Universita e INFN, Padova (IT)",Italy,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Stefano', 'last_name': 'Trogolo', 'fullName': 'Trogolo, Stefano', 'id': '4712292', 'affiliation': 'Universita e INFN, Padova (IT)', 'emailHash': '8a23de6c26be5b82fa62cd582becd8bb', 'db_id': 4712292, 'person_id': 4721482}"
Plenary Session XI,plenary,Measurement of the sixth-order cumulant of net-proton multiplicity distributions from the STAR experiment,"Nonaka, Toshihiro",CCNU,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Toshihiro', 'last_name': 'Nonaka', 'fullName': 'Nonaka, Toshihiro', 'id': '4712294', 'affiliation': 'CCNU', 'emailHash': 'f3133b9fca8f0eb2558541c612445673', 'db_id': 4712294, 'person_id': 4797329}"
Plenary Session XI,plenary,QM2021,Unknown,Unknown,Unknown,,
Plenary Session XI,plenary,Study of spin polarizations in an angular-momentum conserved chiral kinetic transport model,"Liu, Shuai",IMPCAS/Texas A&M University,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shuai', 'last_name': 'Liu', 'fullName': 'Liu, Shuai', 'id': '4712295', 'affiliation': 'IMPCAS/Texas A&M University', 'emailHash': '41f6aca36791e043e60c4b74647ee42c', 'db_id': 4712295, 'person_id': 4585101}"
Plenary Session XI,plenary,Outlook & Future Perspective of Heavy-ion Physics,"Loizides, Constantinos",ORNL,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Constantinos', 'last_name': 'Loizides', 'fullName': 'Loizides, Constantinos', 'id': '4612330', 'affiliation': 'ORNL', 'emailHash': '0541873e6e74e842c39f835b2f97220e', 'db_id': 4612330, 'person_id': 4707864}"
Plenary Session II,plenary,Highlights from the LHCb experiment,"Audurier for the LHCb Collaboration, Benjamin","Universita e INFN, Cagliari (IT)",Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Benjamin', 'last_name': 'Audurier for the LHCb Collaboration', 'fullName': 'Audurier for the LHCb Collaboration, Benjamin', 'id': '4626769', 'affiliation': 'Universita e INFN, Cagliari (IT)', 'emailHash': '0a517a836ffb5b8ef53118c96cee1fb4', 'db_id': 4626769, 'person_id': 4720655}"
Plenary Session II,plenary,Highlights from the PHENIX experiment,"Connors for the PHENIX Collaboration, Megan ",Georgia State University,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Megan ', 'last_name': 'Connors for the PHENIX Collaboration', 'fullName': 'Connors for the PHENIX Collaboration, Megan ', 'id': '4628546', 'affiliation': 'Georgia State University', 'emailHash': None, 'db_id': 4628546, 'person_id': 4722442}"
Plenary Session II,plenary,Highlights from the STAR experiment,"Xu for the STAR Collaboration , Zhangbu",Shandong University & Brookhaven National Laboratory,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zhangbu', 'last_name': 'Xu for the STAR Collaboration ', 'fullName': 'Xu for the STAR Collaboration , Zhangbu', 'id': '4626665', 'affiliation': 'Shandong University & Brookhaven National Laboratory', 'emailHash': 'b896bc9afba01c24df29f8e6330f8aab', 'db_id': 4626665, 'person_id': 4720572}"
Plenary Session VI,plenary,Jet quenching and medium response,"Luo, Tan",Central China Normal University,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tan', 'last_name': 'Luo', 'fullName': 'Luo, Tan', 'id': '4612254', 'affiliation': 'Central China Normal University', 'emailHash': '3168802267527710a2599e949d04d38d', 'db_id': 4612254, 'person_id': 4585460}"
Plenary Session VII,plenary,Road map to extracting medium properties: an overview,"Apolinario, Liliana",LIP (PT),PT,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Liliana', 'last_name': 'Apolinario', 'fullName': 'Apolinario, Liliana', 'id': '4612261', 'affiliation': 'LIP (PT)', 'emailHash': 'a63f153ae87afad7e8b46a7d1e553678', 'db_id': 4612261, 'person_id': 4707812}"
Plenary Session IV,plenary,Exotic and light nucleus production in heavy-ion collision,"Oliinychenko, Dmytro",Lawrence Berkeley National Laboratory,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dmytro', 'last_name': 'Oliinychenko', 'fullName': 'Oliinychenko, Dmytro', 'id': '4612188', 'affiliation': 'Lawrence Berkeley National Laboratory', 'emailHash': 'f1400209cb8382772608fc87860182c3', 'db_id': 4612188, 'person_id': 4583048}"
Plenary Session V,plenary,Chirality and magnetic field,"Liao, Jinfeng",Indiana University,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jinfeng', 'last_name': 'Liao', 'fullName': 'Liao, Jinfeng', 'id': '4612218', 'affiliation': 'Indiana University', 'emailHash': '83f6cd04fabc597b1565a1290a8015ab', 'db_id': 4612218, 'person_id': 4533285}"
Plenary Session VII,plenary,A Comprehensive MC framework for jet quenching,"Soltz, Ron",Lawrence Livermore Nat. Laboratory (US),United States,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ron', 'last_name': 'Soltz', 'fullName': 'Soltz, Ron', 'id': '4612262', 'affiliation': 'Lawrence Livermore Nat. Laboratory (US)', 'emailHash': '4461fcd6650e36587ab3679acbf9cd36', 'db_id': 4612262, 'person_id': 4707813}"
Plenary Session VI,plenary,Quenching of heavy and light flavor jets: experimental overview,"Trzeciak, Barbara",Czech Technical University in Prague,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Barbara', 'last_name': 'Trzeciak', 'fullName': 'Trzeciak, Barbara', 'id': '4612246', 'affiliation': 'Czech Technical University in Prague', 'emailHash': '1789ffa4e52d0e12d6658662e7d46e6c', 'db_id': 4612246, 'person_id': 4707804}"
Plenary Session V,plenary,"Chirality, CME, magnetic field and spin polarization: an experimental review","Lisa, Mike",Ohio State University (US),USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mike', 'last_name': 'Lisa', 'fullName': 'Lisa, Mike', 'id': '4612213', 'affiliation': 'Ohio State University (US)', 'emailHash': '121705a1b7bea1710f308c95f5276ee1', 'db_id': 4612213, 'person_id': 4707780}"
Plenary Session VI,plenary,Parton propagation and energy loss: new theoretical progres,"Tywoniuk, Konrad",University of Bergen (NO),Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Konrad', 'last_name': 'Tywoniuk', 'fullName': 'Tywoniuk, Konrad', 'id': '4612250', 'affiliation': 'University of Bergen (NO)', 'emailHash': '9f011426e801588d7ae393846cecf512', 'db_id': 4612250, 'person_id': 4577899}"
Plenary Session VII,plenary,Jet substructure and parton splitting: an experimental overview,"Chen, Yi",Massachusetts Inst. of Technology (US),USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yi', 'last_name': 'Chen', 'fullName': 'Chen, Yi', 'id': '4612258', 'affiliation': 'Massachusetts Inst. of Technology (US)', 'emailHash': '3284357439bf222dfeee4a1bbbd9609a', 'db_id': 4612258, 'person_id': 4707810}"
Plenary Session IV,plenary,Approach to thermalization and hydrodynamic,"Akamatsu, Yukinao",Osaka University,United States,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yukinao', 'last_name': 'Akamatsu', 'fullName': 'Akamatsu, Yukinao', 'id': '4612175', 'affiliation': 'Osaka University', 'emailHash': '8d50ad95daf56c2030218200b08ca0bf', 'db_id': 4612175, 'person_id': 4585529}"
Plenary Session I,plenary,Quark Matter - Status & Challenges,"Jacak, Barbara",University of California Berkeley (US),USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Barbara', 'last_name': 'Jacak', 'fullName': 'Jacak, Barbara', 'id': '4611442', 'affiliation': 'University of California Berkeley (US)', 'emailHash': '55e5fc2835aabf42b428f9748bb3903d', 'db_id': 4611442, 'person_id': 4707094}"
Plenary Session I,plenary,Highlights from the ALICE experiment,"Weber for the ALICE Collaboration , Michael","Stefan Meyer Institute for Subatomic Physics (SMI), Austrian Academy of Sciences (AT)",Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Michael', 'last_name': 'Weber for the ALICE Collaboration ', 'fullName': 'Weber for the ALICE Collaboration , Michael', 'id': '4626827', 'affiliation': 'Stefan Meyer Institute for Subatomic Physics (SMI), Austrian Academy of Sciences (AT)', 'emailHash': 'd800652cd8e65274efec42729e27fcc7', 'db_id': 4626827, 'person_id': 4720702}"
Plenary Session I,plenary,Highlights from the ATLAS experiment,"Spousta for the ATLAS Collaboration, Martin",Charles University,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Martin', 'last_name': 'Spousta for the ATLAS Collaboration', 'fullName': 'Spousta for the ATLAS Collaboration, Martin', 'id': '4626768', 'affiliation': 'Charles University', 'emailHash': '5a941a99be92c66d16d5afd0a19d03d6', 'db_id': 4626768, 'person_id': 4546612}"
Plenary Session II,plenary,Highlights from the CMS experiment,"Chapon for the CMS Collaboration, Émilien",CERN,Switzerland,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Émilien', 'last_name': 'Chapon for the CMS Collaboration', 'fullName': 'Chapon for the CMS Collaboration, Émilien', 'id': '4626674', 'affiliation': 'CERN', 'emailHash': '3b079887dfa41b7b92831bbff9553fe0', 'db_id': 4626674, 'person_id': 4720578}"
