Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Poster Session,poster,Strangeness production in Au+Au collisions at √sNN = 14.6 GeV using AMPT and UrQMD model,"Bhagat, Pratibha",University of Jammu,Unknown,"The production of strange quarks and antiquarks in high-energy collisions of
heavy ions is a significant indicator for the creation of a state of matter known
as Quark-Gluon Plasma (QGP). The QGP is characterized by the liberation of
quarks and gluons from their confinement inside hadrons. Due to their prompt
decay via weak interactions, strange quarks and antiquarks are not present in
normal matter and can only be produced via strong interactions within the
QGP. As the mass of strange quarks and antiquarks is close to the temperature
at which protons, neutrons, and other hadrons dissolve into quarks, they serve
as sensitive probes for studying the conditions, structure, and evolution of the
deconfined state of matter.
The current work will compare the properties of different strange particles,
including Λ, Ξ, and Ω in heavy-ion collisions at varying centralities, using two
models for simulating these collisions: the AMPT and UrQMD models, by com-
paring the yield and the baryon-to- antibaryon ratio of these particles at different
centralities at √sN N = 14.6 GeV from the two models, we can better under-
stand the properties of the QGP medium and gain insight into the differences
and similarities between the two simulation models. The better understanding,
we can better understand the properties of the QGP medium and gain insight
into the differences and similarities between the two simulation models. The
ultimate goal of this analysis is to provide a more comprehensive understanding
of the production of strange particles in heavy-ion collisions and its implications
for the formation and properties of the QGP medium.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Pratibha', 'last_name': 'Bhagat', 'fullName': 'Bhagat, Pratibha', 'id': '7824512', 'affiliation': 'University of Jammu', 'emailHash': '02078569c2d7b74c63312a252e05ed21', 'db_id': 7824512, 'person_id': 7558345}"
Poster Session,poster,Entanglement entropy measurements from p-p collisions at LHC energies,"Hutson, Alek",University of Houston (US),Unknown,"In an effort to better understand the thermal-like behavior and particle yields seen in p-p collisions we recast the problem employing the principles of quantum states and their entanglement in the produced system. We seek to show that this entanglement in the initial state has a measurable effect on the evolution of the system and is the driving mechanism behind the thermal-like behavior and particle yields observed. Recent studies have demonstrated that entanglement in the initial state could endure the evolution of a strongly coupled system. Consequently, we attempt to show equivalence in a calculation of the initial state entropy (calculated using PDF’s) and the final state entropy (calculated using multiplicity distributions). Multiplicity distributions used in this study are that of primary charged particles, measured using the ALICE detector at the LHC.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alek', 'last_name': 'Hutson', 'fullName': 'Hutson, Alek', 'id': '7993001', 'affiliation': 'University of Houston (US)', 'emailHash': 'd647c8d7868a3e88a9a7eacd7dfeb000', 'db_id': 7993001, 'person_id': 7682292}"
Poster Session,poster,Dilepton anisotropic flow from hadronic transport,"Hirayama, Renan",FIAS,Unknown,"We present the first results for dielectron anisotropic flow computed directly from hadronic transport in different systems, and explore the different calculation methods. Because leptons are insensitive to the strong interaction, they are mostly undisturbed by the hadronic medium created after a heavy-ion collision, and therefore serve as direct probes for it. In particular, the HADES experiment at GSI measures flow of dielectrons using the reaction plane method, which can lead to large systematic uncertainties. At the low beam energies of GSI, the evolution is mainly off-equilibrium, and hadronic transport provides an appropriate description and gives access to the full phase space, as well as knowledge on the dilepton origin, being a useful tool in studying the mechanisms behind flow generation from this off-equilibrium hadron resonance gas.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Renan', 'last_name': 'Hirayama', 'fullName': 'Hirayama, Renan', 'id': '7992979', 'affiliation': 'FIAS', 'emailHash': '603be4735966e1b2627bb195c94ca2ca', 'db_id': 7992979, 'person_id': 7533590}"
Poster Session,poster,Charm production in various scenarios of the QGP evolution,"Mykhaylova, Valeriya",University of Wrocław,Unknown,"We study the production of charm quarks in hot QCD medium described by quasiparticle excitations of quarks and gluons. The effective masses are adjusted through the coupling to satisfy the entropy density obtained on the lattice [1]. The evolution of the QGP is described by hydrodynamic simulations in (2+1) dimensions with temperature-dependent shear viscosity taken into account [1,2]. The temperature and time evolution of the charm quark number obtained in the above-described scenario is further juxtaposed to the results acquired from ideal QGP obeying Bjorken flow. We observe a suppression of charm quark production in the absence of shear viscosity and transverse expansion [3]. Moreover, we compute the charm quark fugacity by solving the rate equation and find that it exhibits a global attracting solution, specific to the differential equations [4].

[1] V. Mykhaylova, M. Bluhm, C. Sasaki, K. Redlich, Phys.Rev.D 100 (2019).
[2] J.Auvinen, K. J. Eskola, P. Huovinen, H. Niemi, H.Paatelainen, Phys.Rev.C 102 (2020).
[3] V. Mykhaylova, Transport Properties of Hot QCD Matter in the Quasiparticle Approach (PhD Thesis, 2023).
[4] V. Mykhaylova, EPJ Web Conf. 274 (2022) 05006.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Valeriya', 'last_name': 'Mykhaylova', 'fullName': 'Mykhaylova, Valeriya', 'id': '7987037', 'affiliation': 'University of Wrocław', 'emailHash': 'b798b8c34971c6664bdf0618a6752c37', 'db_id': 7987037, 'person_id': 7562566}"
Poster Session,poster,Antiproton production cross sections for dark matter search at the AMBER experiment @CERN,"Giordano, Davide",Università degli Studi di Torino / INFN Torino (IT),Unknown,"Multiple evidence reveals that the vast majority of the matter content of the universe is non baryonic and electrically neutral. This component is usually called Dark Matter (DM), for its lack of electromagnetic interactions, and is measured to constitute about 25% of the energy density of the Universe. The most common hypothesis is that it consists of weakly interacting massive particles, supposed to be cold thermal relics of the Big-Bang.
The indirect detection of DM is based on the search of the products of DM annihilation or decay. They should appear as distortions in the gamma ray spectra or in anomalies in the rare Cosmic Ray (CR) components. In particular, antimatter components, like antiprotons, antideuterons and positrons, promise to provide sensitivity to DM annihilation on top of the standard astrophysical production.
The interpretation of galactic CR data requires the correct modeling of their source terms and the turbulence spectrum of the galactic magnetic field, in addition to the knowledge of the cross sections that regulate the production of CR interacting with the interstellar medium. 
After PAMELA detector results, the antiprotons flux has been measured with an accuracy of a few percent by AMS-02 over an energy range from below 1 GeV up to a few hundreds of GeV. However, the only currently measured production cross section is the proton-proton one, while all the reactions involving helium have no laboratory data in the phase space covered by AMS-02 (only LHCb, but with incident proton energy of 6.5 TeV). This requires a scaling of the pp channel to pA interaction through approximation and modeling.
The AMBER fixed target experiment at the M2 beam line at CERN will contribute to this fundamental DM search, performing a unique and complementary measurement of the double differential antiprotons production cross-section with a proton beam ranging from 60 to 250 GeV/c impinging on a liquid He target.
The data taking for the experimental determination of the cross-section in p+4He scattering is scheduled for May-June 2023. This result from AMBER will directly pin down the production of anti-protons in the relevant kinematical region covered by AMS-02.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Davide', 'last_name': 'Giordano', 'fullName': 'Giordano, Davide', 'id': '7987038', 'affiliation': 'Università degli Studi di Torino / INFN Torino (IT)', 'emailHash': '4bc8defe2b91976b9480d00b8449e72b', 'db_id': 7987038, 'person_id': 7541164}"
Poster Session,poster,A Longitudinally Segmented Hadronic Calorimeter for the Forward Region of the Future ePIC Detector at the Electron-Ion-Collider,"Ponce, Iris",Yale University,USA,"The Electron-Ion Collider (EIC) at Brookhaven National Laboratory will be an experimental facility to explore gluons in nucleons and nuclei, shedding light on their structure and the interactions within. The ePIC detector will be the first experiment at the EIC dedicated to detailed studies of nuclear structure in electron-proton and electron-ion collisions.

The ambitious physics program of the EIC requires a high performance hadronic calorimetry system in the hadron-going “forward” region. Accurate jet measurements are crucial to reconstruct the full 3D nucleon tomography and to study the gluon saturation region. The main goal of the Longitudinally segmented Forward HCal (lf-HCal) is measuring the energies of jets and distinguishing between overlapping jet depositions to high accuracy in the jet energy range up to 120 GeV.

lf-HCal is designed as a plastic scintillator-steel sandwich calorimeter. The plastic scintillator is transversely segmented into $5\times5$,cm${}^2$ tiles. Each tile is directly coupled to a silicon photomultiplier. The electrical signals of all photomultipliers are routed out of the lf-HCal to be digitized by external readout electronics.

This poster will present the current status as well as ongoing and future R&D of the lf-HCal for the ePIC experiment.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Iris', 'last_name': 'Ponce', 'fullName': 'Ponce, Iris', 'id': '7887446', 'affiliation': 'Yale University', 'emailHash': '684af907ad40cda7b2e834e479196bfc', 'db_id': 7887446, 'person_id': 7710398}"
Poster Session,poster,A modular perspective to the jet quenching from a small to large radius in very high transverse momentum jets,"Palni, Prabhakar",IIT Mandi,Unknown,"In this contribution, we extend the scope of the JETSCAPE framework  to cover the jet radius ($R$) dependence of the jet nuclear modification factor, ${R_{AA}}$, for broader area jet cones, going all the way up to $R$ = 1.0. The primary focus of this work has been the in-depth analysis of the high-${p_{T}}$ inclusive jets and the quenching effects observed in the quark-gluon plasma formed in the Pb-Pb collisions at ${\sqrt{\rm s_{NN}}}$= 5.02 TeV for the most-central (0-10%) collisions. The nuclear modification factor is calculated for inclusive jets to compare with the experimental data from the ATLAS and CMS detectors in the jet transverse momentum (${p_{T}}$)  ranging from 100 GeV up to 1 TeV. The results predicted by the JETSCAPE are consistent in the high ${p_{T}}$ range as well as for extreme jet cone sizes within 10-20\%. We also calculate the double ratio (${R^{\mathrm{R}}_{\mathrm{AA}}/R^{\mathrm{R=small}}_{\mathrm{AA}}}$) as a function of jet radius and jet-${p_{T}}$, where the observations are well described by the JETSCAPE framework which is based on the hydrodynamic multi-stage evolution of the parton shower. The calculations are then performed for low-virtuality-based evolution models like the MARTINI and the AdS/CFT, followed by a rigorous comparison between the former model's predictions and the CMS experiment's measurements.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Prabhakar', 'last_name': 'Palni', 'fullName': 'Palni, Prabhakar', 'id': '7884483', 'affiliation': 'IIT Mandi', 'emailHash': '1b3647dece178b1f98e8b6aabcae4ed3', 'db_id': 7884483, 'person_id': 7561386}"
Poster Session,poster,First measurement of femtoscopic correlation function between $D^0$ mesons and charged hadrons in Au+Au collisions at ${\sqrt{s_{NN}}}$ = 200 GeV at STAR,"Roy Chowdhury, Priyanka",Unknown,Unknown,"Heavy quarks are produced in hard partonic scatterings at the very early stage of heavy-ion collisions and they experience the whole evolution of the Quark-Gluon Plasma medium. Femtoscopic correlations, i.e. two-particle correlations at low relative momentum, are sensitive to the final-state interactions as well as to the extent of the region from which the correlated particles are emitted. A study of such correlations between charmed mesons and identified charged hadrons could shed light on their interactions in the hadronic phase and the interaction of charm quarks with the medium.
        
In this poster, we will present the first measurement of femtoscopic correlations between $D^0-{\pi}$,  $D^0-K$, and $D^0-proton$ pairs at mid-rapidity in Au+Au collisions at ${\sqrt{s_{NN}}}$ = 200 GeV using the data taken in the year 2014 and 2016 by the STAR experiment. $D^0$ mesons are reconstructed via the $K^{-}-{\pi}^{+}$ decay channel using topological criteria enabled by the Heavy Flavor Tracker with excellent track pointing resolution. We will present the femtoscopic correlation function for $D^0$ transverse momentum above 1 GeV/c in the $0-80\%$ centrality. We will also compare the experimental results with available theoretical models and discuss physical implications.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Priyanka', 'last_name': 'Roy Chowdhury', 'fullName': 'Roy Chowdhury, Priyanka', 'id': '7824275', 'affiliation': '', 'emailHash': '7cc4c8d422625a18be555f66105c1a23', 'db_id': 7824275, 'person_id': 7562730}"
Poster Session,poster,Momentum shell and rapid stiffening in Quarkyonic matter from explicit duality,"Fujimoto, Yuki",University of Washington,USA,"Large-$N_c$ QCD implies a duality between confined baryons and deconfined quarks at high baryon densities; it is called Quarkyonic matter. We present a model of Quarkyonic matter that is explicitly dual between quarks and baryons. The duality means that the free energy of the matter is expressed in two ways: One is as a functional of the quark distribution function in the momentum space, $f_Q$, and the other as a functional of the baryon distribution function, $f_B$. We then posit the duality relation between $f_Q$ and $f_B$, which describes the binding of quarks into baryons.
We explicitly construct an analytic solution of this model and show that the theory has two distinct regimes: An ordinary nuclear matter regime at low density and a Quarkyonic regime at relatively high density. In the Quarkyonic regime, $f_B$ is underoccupied at low momentum and has an enhanced occupation at high momentum, which can be interpreted as that baryons sit on a shell in momentum space on top of a quark Fermi sea. Baryons and quarks do not interact except for the duality relation and the constraint that $f_Q$ and $f_B$ must satisfy $0 \le f_Q \le 1$ and $0 \le f_B \le 1$. Such a theory describes a rapid transition from a soft nuclear equation of state to a stiff Quarkyonic equation of state. At this transition, there is a rapid increase in the sound velocity.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yuki', 'last_name': 'Fujimoto', 'fullName': 'Fujimoto, Yuki', 'id': '7884834', 'affiliation': 'University of Washington', 'emailHash': '7d09f4110758b347c989357fe817898b', 'db_id': 7884834, 'person_id': 7562766}"
Poster Session,poster,Measurement of the mass spectrum of vector mesons in nuclei at J-PARC,"Murakami, Tomoki",Unknown,Unknown,"The mass spectrum of hadrons in finite-density QCD matter is believed to reveal the effects of partial chiral symmetry restoration. However, despite the importance of understanding QCD at finite density, decisive evidence linking the mass spectrum and chiral symmetry is still lacking.
The J-PARC E16 experiment aims to fill this gap with high-statistics measurements of vector mesons ($\rho$, $\omega$, $\phi$) in nuclei. The experiment will measure the momenta of electron-positron pairs from vector meson decays and reconstruct their invariant mass. 

To obtain large statistics, 
we use a new beamline at J-PARC that provides $30\,\rm{GeV}$-proton beams with an intensity of $1 \times 10^{10}$ protons/spill. 
The maximum hit rate reaches $15\,\rm{kHz/mm^2}$ and $5\,\rm{kHz/mm^2}$ at two innermost detectors, necessitating an innovative spectrometer for high-rate environments.

Since the experiment commenced in 2020, three commissioning runs have been conducted
  with a limited number of detectors. 
Partial results were reported at QM2022.
  The next run, scheduled for June 2023, aims to improve beam microstructures
  detected in the last run.
  Eight modules of detectors will be operated, as proposed for the first physics run.
In the commissioning runs so far,  
our detectors were successfully operated under the high-counting environment.
Tracking is performed using a layer of the Silicon Strip Detector and three layers of thin gas chambers with different sizes, all employing the Gas Electron Multiplier (GEM).
Calibration is ongoing, but the current tracking resolution is sufficient to observe changes in the mass spectrum of vector mesons.
For the $\phi$ mesons, we anticipate a mass resolution of $5.8\,\rm{MeV/c^2}$, while a mass change of $35\,\rm{MeV/c^2}$ was observed in the preceding experiment, KEK-PS E325.
Electron identification is carried out using the Hadron Blind Detector and the Lead Glass Calorimeter installed outside the trackers. 
We achieved electron efficiency and pion rejection power consistent with the design values, at $57\%$ and  $99.97\%$ , respectively.

In this presentation, we will report the result of the run in June, including the detector performance
  and improvement of the beam microstructure, and discuss
 the anticipated outcomes for the physics run planned in 2024. 
 In the physics run, we aim to collect 15000 phi mesons, representing six-fold
improvement compared to the KEK-PS E325 experiment.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tomoki', 'last_name': 'Murakami', 'fullName': 'Murakami, Tomoki', 'id': '7884756', 'affiliation': '', 'emailHash': 'b4d9bec944696c22f4723e5b32cef039', 'db_id': 7884756, 'person_id': 7562791}"
