Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Plenary Session,plenary,Quantum Computing for Relativistic Particle Collisions,"Shanahan, Phiala",Unknown,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Phiala', 'last_name': 'Shanahan', 'fullName': 'Shanahan, Phiala', 'id': '7676654', 'affiliation': '', 'emailHash': '75ca2dbc26a3ae2c43351a2346a98138', 'db_id': 7676654, 'person_id': 7519667}"
Plenary Session,plenary,The Physics of small systems (remote),"Sun, Jiayin","Universita e INFN, Cagliari",Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jiayin', 'last_name': 'Sun', 'fullName': 'Sun, Jiayin', 'id': '7676640', 'affiliation': 'Universita e INFN, Cagliari', 'emailHash': 'd92122ddb053426167b500ee6a49edbb', 'db_id': 7676640, 'person_id': 7519653}"
Plenary Session,plenary,Conference Summary and Outlook,"Caines, Helen",Yale University (US),USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Helen', 'last_name': 'Caines', 'fullName': 'Caines, Helen', 'id': '7676680', 'affiliation': 'Yale University (US)', 'emailHash': '9eda5e282eeac6b806d1007ba123d4a6', 'db_id': 7676680, 'person_id': 7519692}"
Plenary Session,plenary,Future Facilities and Instrumentation,"Musa, Luciano",CERN,Switzerland,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Luciano', 'last_name': 'Musa', 'fullName': 'Musa, Luciano', 'id': '7676679', 'affiliation': 'CERN', 'emailHash': '019ef8ecba15cb2bf252170736b9bbb6', 'db_id': 7676679, 'person_id': 7519688}"
Plenary Session,plenary,The Physics of the EIC,"Stasto, Anna Maria",Penn State,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Anna Maria', 'last_name': 'Stasto', 'fullName': 'Stasto, Anna Maria', 'id': '7676678', 'affiliation': 'Penn State', 'emailHash': 'dd73edcc301612e63326ebb6709dc71d', 'db_id': 7676678, 'person_id': 7519687}"
Plenary Session,plenary,Open heavy flavor and quarkonium - theoretical overview,"Escobedo Espinosa, Miguel Angel",Unknown,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Miguel Angel', 'last_name': 'Escobedo Espinosa', 'fullName': 'Escobedo Espinosa, Miguel Angel', 'id': '7979507', 'affiliation': '', 'emailHash': '059a7d93660a522048bf08631e468c8a', 'db_id': 7979507, 'person_id': 7792494}"
Plenary Session,plenary,Quarkonium - experimental overview,"Stahl Leiton, Andre Govinda",CERN,Switzerland,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Andre Govinda', 'last_name': 'Stahl Leiton', 'fullName': 'Stahl Leiton, Andre Govinda', 'id': '7979506', 'affiliation': 'CERN', 'emailHash': '19e0cf1f135883220a998e5e59bd8430', 'db_id': 7979506, 'person_id': 7792493}"
Plenary Session,plenary,Jet modifications and medium response - theoretical overview,"Pablos, Daniel",INFN Torino,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Daniel', 'last_name': 'Pablos', 'fullName': 'Pablos, Daniel', 'id': '7676666', 'affiliation': 'INFN Torino', 'emailHash': 'c63d153f0448a8812b4f5c8669ba794b', 'db_id': 7676666, 'person_id': 7519676}"
Plenary Session,plenary,Medium response to jets - experimental overview,"Go, Yeonju",University of Colorado Boulder (US),USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yeonju', 'last_name': 'Go', 'fullName': 'Go, Yeonju', 'id': '7979505', 'affiliation': 'University of Colorado Boulder (US)', 'emailHash': '733954850ea550f91deb6269af9e4da5', 'db_id': 7979505, 'person_id': 7519669}"
Plenary Session,plenary,Jet modifications - experimental overview,"Havener, Laura Brittany",Yale University (US),USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Laura Brittany', 'last_name': 'Havener', 'fullName': 'Havener, Laura Brittany', 'id': '7676655', 'affiliation': 'Yale University (US)', 'emailHash': 'b6692bec7e2759e0e70828cfb6972795', 'db_id': 7676655, 'person_id': 7519668}"
Plenary Session,plenary,Quantum Computing for Nuclear Physics,"Savage, Martin J.",Unknown,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Martin J.', 'last_name': 'Savage', 'fullName': 'Savage, Martin J.', 'id': '7878690', 'affiliation': '', 'emailHash': '181ff3ad4b3736ec644140361f111f69', 'db_id': 7878690, 'person_id': 7519629}"
Plenary Session,plenary,"Chirality, Vorticity and Spin Polarization - experimental overview","Tang, Aihong",Brookhaven National Laboratory,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Aihong', 'last_name': 'Tang', 'fullName': 'Tang, Aihong', 'id': '7676644', 'affiliation': 'Brookhaven National Laboratory', 'emailHash': '96234423491c977102f92c87b72a7f0d', 'db_id': 7676644, 'person_id': 7519657}"
Plenary Session,plenary,Ultra-peripheral Collisions,"Brandenburg, Daniel",Ohio State University,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Daniel', 'last_name': 'Brandenburg', 'fullName': 'Brandenburg, Daniel', 'id': '7676653', 'affiliation': 'Ohio State University', 'emailHash': 'ac1cdf96c04fc7edbab12dd7aa439ced', 'db_id': 7676653, 'person_id': 7519666}"
Plenary Session,plenary,Electromagnetic Probes,"Bailhache, Raphaelle",Goethe University Frankfurt (DE),Germany,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Raphaelle', 'last_name': 'Bailhache', 'fullName': 'Bailhache, Raphaelle', 'id': '7676652', 'affiliation': 'Goethe University Frankfurt (DE)', 'emailHash': '3935f1a45344346b8195b4643395ac5a', 'db_id': 7676652, 'person_id': 7519665}"
Plenary Session,plenary,New theoretical developments,"Berges, Jürgen",Heidelberg University,Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jürgen', 'last_name': 'Berges', 'fullName': 'Berges, Jürgen', 'id': '7676643', 'affiliation': 'Heidelberg University', 'emailHash': '3bd52d296a0ac03065d946f1ef6adfff', 'db_id': 7676643, 'person_id': 7519656}"
Plenary Session,plenary,Approach to Equilibrium,"Schlichting, Soeren",Universität Bielefeld,United States,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Soeren', 'last_name': 'Schlichting', 'fullName': 'Schlichting, Soeren', 'id': '7676642', 'affiliation': 'Universität Bielefeld', 'emailHash': '2df846371aa4de69b3cac2067b108d08', 'db_id': 7676642, 'person_id': 7519655}"
Plenary Session,plenary,Initial State Physics,"Mäntysaari, Heikki",University of Jyvaskyla (FI),Unknown,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Heikki', 'last_name': 'Mäntysaari', 'fullName': 'Mäntysaari, Heikki', 'id': '7676641', 'affiliation': 'University of Jyvaskyla (FI)', 'emailHash': 'd9a1259eccbb71d681c5dbdda46c82f5', 'db_id': 7676641, 'person_id': 7519654}"
Plenary Session,plenary,QCD at finite temperature and density - Equation of State,"Karthein, Jamie",MIT,USA,,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jamie', 'last_name': 'Karthein', 'fullName': 'Karthein, Jamie', 'id': '7676621', 'affiliation': 'MIT', 'emailHash': 'd2ad016d0464a6ade7e63e1d8433a210', 'db_id': 7676621, 'person_id': 7519632}"
