Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Poster Session Reception,poster,J/Psi suppression in high multiplicity proton-proton collisions at LHC energies,"Lang, Thomas",Unknown,Unknown,"We study charmonium physics in heavy-ion collisions within the framework
of the non-equilibrium transport model UrQMD at SPS, RHIC and LHC energies.
For pp collisions at LHC energies we find a considerable J/Psi suppression
in dependence of the particle multiplicity.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Thomas', 'last_name': 'Lang', 'fullName': 'Lang, Thomas', 'id': '315456', 'affiliation': '', 'emailHash': '6a8a14df59ca3838ec3adb04b85c7586', 'db_id': 315456, 'person_id': 343168}"
Poster Session Reception,poster,The Effect of 3<->2 Rates on Thermalization in Covariant Transport,"Hemphill, Dustin",Purdue University,USA,"We employ a grid based stochastic technique to solve the on-shell 
Boltzmann transport equation including inelastic 3<->2 processes.  The case of an interacting massless partonic gas in a longitudinally expanding Bjorken geometry is considered.  The numerical accuracy of the algorithm is first rigorously established from comparisons to both static box calculations and earlier results from the MPC cascade with 2<->2 interactions.  We then study the effect of inelastic 3<->2 collision rates and particle production on thermalization, chemical equilibration, and entropy production in the partonic system.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dustin', 'last_name': 'Hemphill', 'fullName': 'Hemphill, Dustin', 'id': '315030', 'affiliation': 'Purdue University', 'emailHash': '91e14298d3509bee68bee4fec43f785d', 'db_id': 315030, 'person_id': 343648}"
Poster Session Reception,poster,A Technique for Charm and Beauty Separation via DCA Unfolding,"McCumber, Michael",University of Colorado,USA,"The PHENIX experiment at the Relativistic Heavy Ion Collider recently took data in p+p and Au+Au collisions with a new silicon vertex detector (VTX). This upgrade detector is capable of measuring the off-vertex decay of heavy flavor decay electrons via distance of closest approach (DCA). The resulting measured DCA distributions will be a convolution of the parent meson momenta, decay lifetimes, and yields, combined with detector irresolution and backgrounds. We will describe an algorithm to unfold the full set of DCA distributions as a function of p_{T}, thereby allowing improved extraction of the charm and beauty yields. The progress for applying this technique to the heavy ion collision VTX data set will also be shown.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Michael', 'last_name': 'McCumber', 'fullName': 'McCumber, Michael', 'id': '315160', 'affiliation': 'University of Colorado', 'emailHash': 'c18108762206aebb96e95603616ba470', 'db_id': 315160, 'person_id': 343253}"
Poster Session Reception,poster,"Fourth order corrections to the MV model, multiplicity distributions and KNO scaling","Petreska, Elena",Graduate Center/Baruch College CUNY,Unknown,"A scaling law for the multiplicity distribution in high-energy hadronic collisions has been proposed by Koba, Nielsen, and Olesen (KNO). Experiments at the LHC observed that multiplicities in the central region of proton-proton collisions follow a negative binomial distribution and that they do exhibit KNO scaling. The negative binomial distribution has been theoretically reproduced in the Color Glass Condensate (CGC) formalism with a Gaussian (McLerran-Venugopalan) action. We derive corrections to the MV model up to fourth order in the density of color charges (rho^4) and investigate their implication on the multiplicity distribution and on KNO scaling. We find that KNO scaling constrains the deviation of the small-x effective action from a Gaussian.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Elena', 'last_name': 'Petreska', 'fullName': 'Petreska, Elena', 'id': '315441', 'affiliation': 'Graduate Center/Baruch College CUNY', 'emailHash': '4c35039954787d18bd923d0544e04744', 'db_id': 315441, 'person_id': 343901}"
Poster Session Reception,poster,"Critical fluctuations of the higher moments of order parameter and energy from 3D-Ising, O(2) and O(4) models","Wu, Yuanfang","Institute of Particle Physics, CCNU, Wuhan, China",Unknown,"Higher moments of net-baryon are suggested to be sensitive probe of QCD critical end point [1] in relativistic heavy ion collisions. Their critical fluctuations are highly interesting and instructive for the exploration of QCD phase diagram from both theoretical and experimental sides. 
     According to the universality of critical behavior, the QCD critical end point, and the chiral phase transition in two-flavor QCD are argued to be the same universality class of 3 dimensional Ising model [2], and O(2), or O(4) model[3], respectively. The generic structures of net-baryon fluctuations at QCD critical end point and chiral phase transition in the chiral limit with vanishing baryon chemical potential can be discussed by the order-parameter fluctuations in Ising model and the energy fluctuations in O(2), or O(4) model [4,5]. So in the present work, the higher moments of order parameter and energy from 3D-Ising, O(2) and O(4) models near the critical temperature at finite size are systematically studied, and compared with those obtained from effective models, and Lattice QCD calculations.   
     It is found that the generic structures of order-parameter fluctuations in 3D-Ising, O(2) and O(4) models are similar. So do energy fluctuations. On the other hand, the singular structures of order parameter fluctuations appear at lower moments, e.g., the oscillation structures of 4th moment of order parameter, which may reflect the generic structure of 4th order moment of baryon number in the vicinity of critical end point, are similar to the 3rd moments of energy, which corresponding to the 6th moment of net-baryon number at chiral phase transition in the chiral limit with vanishing baryon chemical potential. This means that even higher moments, such as 6th moments of net-baryon number, are necessary in probing the chiral phase transition temperature, the same as what suggested in ref. [5].
     The generic singular structures of order-parameter fluctuations in 3D-Ising and energy fluctuations in O(2), or O(4) models are qualitatively consistent with corresponding estimations of Nambu-Jona-Lasinio [6], Linear Sigma model [7], Polyakov-Nambu-Jona-Lasinio [8], Polyakov Quark Meson models [9], and current lattice QCD calculations [10]. 

[1] M.A. Stephanov, Phys. Rev. Lett 102, 032301 (2009)
[2] R.D. Pisarski and F. Wilczek, Phys. Rev. D 29, 338(1984); F. Wilczek, Int. J. Mod. Phys. A 7, 3911(1992), A.M. Halasz, A.D. Jackson, R.E. Shrock, M.A. Stephanov and J.J.M. Verbaarschot, Phys. Rev. D 58,  096007(1998);
[3] R.D. Pisarski and F. Wilczek, Phys. Rev. D 29, 338(1984);F. Wilczek, Int. J. Mod. Phys. A 7, 3911(1992); K.Rajagopal and F. Wilczek, Nucl. Phys. B 399, 395(1993)
[4] J. J. Rchr and N. D. Mcrmin, Phys. Rev. A 8, 472(1973); Nigel B Wilding, J. Phys.: Condens. Matter 9, 585(1997); Chiho Nonaka and Masayuki Asakawa, Phys. Rev. C 71, 044904 (2005)
[5] B. Friman, F. Karsch, K. Redlich and V. Skokov, arXiv:1103.3511(2011)
[6] Masayuki Asakawa, Shinji Ejiri, and Masakiyo Kitazawa, Rev. Lett 103, 262301(2009)
[7] M.A. Stephanov, Phys. Rev. Lett 107, 052301(2011)
[8] Wei-jie Fu, Yu-xin Liu and Yue-Liang Wu, phys. Rev. D 81, 014028 (2010)
[9] V. Skokov et al., Phys. Rev. D 82, 034029 (2010)
[10] M. Cheng et al., Phys. Rev. D 79, 074505 (2009)","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yuanfang', 'last_name': 'Wu', 'fullName': 'Wu, Yuanfang', 'id': '315074', 'affiliation': 'Institute of Particle Physics, CCNU, Wuhan, China', 'emailHash': 'f21981519fdede05353ab6b3d8e51c14', 'db_id': 315074, 'person_id': 343676}"
Poster Session Reception,poster,Directed flow at midrapidity at the LHC,"Retinskaya, Ekaterina",IPhT Saclay,Unknown,"We present the first extraction of the recently-proposed rapidity-even directed flow observable v1, obtained from an analysis of published two-particle correlation data from the ALICE Collaboration. An accounting of the correlation due to the conservation of transverse momentum restores the factorization seen in all other Fourier harmonics and thus indicates that the remaining correlation gives a reliable measurement of directed flow. We also present results from the first viscous hydrodynamic calculation of directed flow, and show that it is less sensitive to viscosity than higher harmonics. This allows for a direct extraction of the dipole asymmetry of the initial state, providing a strict constraint on the non-equilibrium dynamics of the early-time system.
(Reference: arXiv:1203.0931)","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ekaterina', 'last_name': 'Retinskaya', 'fullName': 'Retinskaya, Ekaterina', 'id': '315261', 'affiliation': 'IPhT Saclay', 'emailHash': '6b605cd4d06f726046dc5233a0538fcc', 'db_id': 315261, 'person_id': 343798}"
Poster Session Reception,poster,Speed of sound and dynamics of relativistic heavy ion collisions,"Ghosh, Sanjay",Bose Institute,Unknown,"Collective flow is an essential component in describing the
dynamics of relativistic heavy ion collisions. The flow characteristics are intimately related to the equation of state of the thermally equilibrated matter created in these collisions through the speed of sound. Using either the Bjorken or Landau hydrodynamics or a combination thereof it is possible to relate the
particle yields to the speed of sound. Here we study the flow properties using the equation of state from an effective model and discuss the possible distinctive signatures at low densities and high temperature relevant for LHC and at high densities and low temperatures relevant for FAIR. The difference in characteristics of these two scenarios may help us in identifying the region around the
critical end point.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sanjay', 'last_name': 'Ghosh', 'fullName': 'Ghosh, Sanjay', 'id': '314305', 'affiliation': 'Bose Institute', 'emailHash': '9d188ef00a92593b3269d1eb4fddede0', 'db_id': 314305, 'person_id': 343139}"
Poster Session Reception,poster,Luminosity determination in pp and Pb-Pb collisions at the LHC with the ALICE detector,"Leogrande, Emilia",Universita e INFN (IT),Unknown,"Luminosity is an essential ingredient for the measurement of the cross section of physical processes. Luminosity determination in ALICE at the LHC is based on the visible cross sections measured in dedicated calibration experiments (van der Meer scans).
Besides serving as reference for the determination of integrated luminosities, the cross sections measured in van der Meer scans can, with suitable extrapolation, provide direct access to physical quantities such as the inelastic interaction cross section. 
Van der Meer scans have been performed at the LHC in pp collisions at sqrt(s) = 2.76, 7 and 8 TeV and in Pb-Pb collisions at sqrt(s_NN) = 2.76 TeV. A detailed description of the ALICE setup and analysis will be given; the measurement uncertainties will be discussed and compared to the requirements of the ALICE physics program.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Emilia', 'last_name': 'Leogrande', 'fullName': 'Leogrande, Emilia', 'id': '315092', 'affiliation': 'Universita e INFN (IT)', 'emailHash': '67fa024f82bb848d47dc0b257b2586cd', 'db_id': 315092, 'person_id': 343688}"
Poster Session Reception,poster,Density fluctuations at the QCD phase transition,"Herold, Christoph",Suranaree University of Technology,Unknown,"We study the nonequilibrium dynamics of a quark fluid coupled to a sigma field and a Polyakov loop near the QCD phase boundary. As the system evolves through the first order transition line, baryon density fluctuations are enhanced in comparison with an evolution through the crossover or the critical point.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Christoph', 'last_name': 'Herold', 'fullName': 'Herold, Christoph', 'id': '314498', 'affiliation': '', 'emailHash': '3b27706fa34d0458d45f4fd2e84204cb', 'db_id': 314498, 'person_id': 343286}"
Poster Session Reception,poster,Measurement of omega->3pi in pp collision at 7TeV with ALICE,"Yano, Satoshi",Hiroshima University (JP),Japan,"The $\omega$ meson is a promising probe to investigate the properties of the QGP. It is well known that the yield of high-p_t particles is suppressed in nucleus-nucleus collisions relative to that in pp collisions.
The effect is attributed to the energy loss of the energetic parent partons traversing the created medium.
Since $\pi^0$ and $\omega$ mesons have the same quark content (u and d), the comparison of the suppression between $\pi^$ and $\omega$ can provide 
information whether the energy loss occurs at the parton level or not.

The ALICE detector covers a wide central region (|\eta|<0.9) to reconstruct charged particles and has two electro-magnetic calorimeters with good energy resolution. The $\omega$ meson is reconstructed in the $\pi^0\pi^+\pi^-$ channel in pp collisions at sqrt(s) = 7 TeV over a wide p_t range  This is faciliated by a high-photon energy trigger. We discuss the trigger performance and cut optimization and present the latest results of the analysis.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Satoshi', 'last_name': 'Yano', 'fullName': 'Yano, Satoshi', 'id': '314770', 'affiliation': 'Hiroshima University (JP)', 'emailHash': 'dcb2b00d4e3a86e7d16bad6577325569', 'db_id': 314770, 'person_id': 343481}"
